Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C001 Statistical Area Level 1 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
20801116936,2116936,20910,Bayside (C),1,100,,,,,,,
20801116937,2116937,20910,Bayside (C),1,100,,,,,,,
20801116938,2116938,20910,Bayside (C),1,100,,,,,,,
20801116939,2116939,20910,Bayside (C),1,100,,,,,,,
20801116940,2116940,20910,Bayside (C),1,100,,,,,,,
20801116941,2116941,20910,Bayside (C),1,100,,,,,,,
20801116942,2116942,20910,Bayside (C),1,100,,,,,,,
20801116943,2116943,20910,Bayside (C),1,100,,,,,,,
20801116944,2116944,20910,Bayside (C),1,100,,,,,,,
20801116945,2116945,20910,Bayside (C),1,100,,,,,,,
20801116946,2116946,20910,Bayside (C),1,100,,,,,,,
20801116947,2116947,20910,Bayside (C),1,100,,,,,,,
20801116948,2116948,20910,Bayside (C),1,100,,,,,,,
20801116949,2116949,20910,Bayside (C),1,100,,,,,,,
20801116950,2116950,20910,Bayside (C),1,100,,,,,,,
20801116951,2116951,20910,Bayside (C),1,100,,,,,,,
20801116952,2116952,20910,Bayside (C),1,100,,,,,,,
20801116953,2116953,20910,Bayside (C),1,100,,,,,,,
20801117001,2117001,20910,Bayside (C),1,100,,,,,,,
20801117002,2117002,20910,Bayside (C),1,100,,,,,,,
20801117003,2117003,20910,Bayside (C),1,100,,,,,,,
20801117004,2117004,20910,Bayside (C),1,100,,,,,,,
20801117005,2117005,20910,Bayside (C),1,100,,,,,,,
20801117006,2117006,20910,Bayside (C),1,100,,,,,,,
20801117007,2117007,20910,Bayside (C),1,100,,,,,,,
20801117008,2117008,20910,Bayside (C),1,100,,,,,,,
20801117009,2117009,20910,Bayside (C),1,100,,,,,,,
20801117010,2117010,20910,Bayside (C),1,100,,,,,,,
20801117011,2117011,20910,Bayside (C),1,100,,,,,,,
20801117012,2117012,20910,Bayside (C),1,100,,,,,,,
20801117013,2117013,20910,Bayside (C),1,100,,,,,,,
20801117014,2117014,20910,Bayside (C),1,100,,,,,,,
20801117015,2117015,20910,Bayside (C),1,100,,,,,,,
20801117016,2117016,20910,Bayside (C),1,100,,,,,,,
20801117017,2117017,20910,Bayside (C),1,100,,,,,,,
20801117018,2117018,20910,Bayside (C),1,100,,,,,,,
20801117019,2117019,20910,Bayside (C),1,100,,,,,,,
20801117020,2117020,20910,Bayside (C),1,100,,,,,,,
20801117021,2117021,20910,Bayside (C),1,100,,,,,,,
20801117022,2117022,20910,Bayside (C),1,100,,,,,,,
20801117023,2117023,20910,Bayside (C),1,100,,,,,,,
20801117024,2117024,20910,Bayside (C),1,100,,,,,,,
20801117025,2117025,20910,Bayside (C),1,100,,,,,,,
20801117026,2117026,20910,Bayside (C),1,100,,,,,,,
20801117027,2117027,20910,Bayside (C),1,100,,,,,,,
20801117028,2117028,20910,Bayside (C),1,100,,,,,,,
20801117029,2117029,20910,Bayside (C),1,100,,,,,,,
20801117030,2117030,20910,Bayside (C),1,100,,,,,,,
20801117031,2117031,20910,Bayside (C),1,100,,,,,,,
20801117032,2117032,20910,Bayside (C),1,100,,,,,,,
20801117033,2117033,20910,Bayside (C),1,100,,,,,,,
20801117034,2117034,20910,Bayside (C),1,100,,,,,,,
20801117035,2117035,20910,Bayside (C),1,100,,,,,,,
20801117036,2117036,20910,Bayside (C),1,100,,,,,,,
20801117037,2117037,20910,Bayside (C),1,100,,,,,,,
20801117038,2117038,20910,Bayside (C),1,100,,,,,,,
20801117101,2117101,20910,Bayside (C),1,100,,,,,,,
20801117102,2117102,20910,Bayside (C),1,100,,,,,,,
20801117103,2117103,20910,Bayside (C),1,100,,,,,,,
20801117104,2117104,20910,Bayside (C),1,100,,,,,,,
20801117105,2117105,20910,Bayside (C),1,100,,,,,,,
20801117106,2117106,20910,Bayside (C),1,100,,,,,,,
20801117107,2117107,20910,Bayside (C),1,100,,,,,,,
20801117108,2117108,20910,Bayside (C),1,100,,,,,,,
20801117109,2117109,20910,Bayside (C),1,100,,,,,,,
20801117110,2117110,20910,Bayside (C),1,100,,,,,,,
20801117111,2117111,20910,Bayside (C),1,100,,,,,,,
20801117112,2117112,20910,Bayside (C),1,100,,,,,,,
20801117113,2117113,20910,Bayside (C),1,100,,,,,,,
20801117114,2117114,20910,Bayside (C),1,100,,,,,,,
20801117115,2117115,20910,Bayside (C),1,100,,,,,,,
20801117116,2117116,20910,Bayside (C),1,100,,,,,,,
20801117117,2117117,20910,Bayside (C),1,100,,,,,,,
20801117118,2117118,20910,Bayside (C),1,100,,,,,,,
20801117119,2117119,20910,Bayside (C),1,100,,,,,,,
20801117120,2117120,20910,Bayside (C),1,100,,,,,,,
20801117121,2117121,20910,Bayside (C),1,100,,,,,,,
20801117122,2117122,20910,Bayside (C),1,100,,,,,,,
20801117123,2117123,20910,Bayside (C),1,100,,,,,,,
20801117201,2117201,20910,Bayside (C),1,100,,,,,,,
20801117202,2117202,20910,Bayside (C),1,100,,,,,,,
20801117203,2117203,20910,Bayside (C),1,100,,,,,,,
20801117204,2117204,20910,Bayside (C),1,100,,,,,,,
20801117205,2117205,20910,Bayside (C),1,100,,,,,,,
20801117206,2117206,20910,Bayside (C),1,100,,,,,,,
20801117207,2117207,20910,Bayside (C),1,100,,,,,,,
20801117208,2117208,20910,Bayside (C),1,100,,,,,,,
20801117209,2117209,20910,Bayside (C),1,100,,,,,,,
20801117210,2117210,20910,Bayside (C),1,100,,,,,,,
20801117211,2117211,20910,Bayside (C),1,100,,,,,,,
20801117212,2117212,20910,Bayside (C),1,100,,,,,,,
20801117213,2117213,20910,Bayside (C),1,100,,,,,,,
20801117214,2117214,20910,Bayside (C),1,100,,,,,,,
20801117215,2117215,20910,Bayside (C),1,100,,,,,,,
20801117216,2117216,20910,Bayside (C),1,100,,,,,,,
20801117217,2117217,20910,Bayside (C),1,100,,,,,,,
20801117218,2117218,20910,Bayside (C),1,100,,,,,,,
20801117219,2117219,20910,Bayside (C),1,100,,,,,,,
20801117220,2117220,20910,Bayside (C),1,100,,,,,,,
20801117221,2117221,20910,Bayside (C),1,100,,,,,,,
20801117222,2117222,20910,Bayside (C),1,100,,,,,,,
20801117223,2117223,20910,Bayside (C),1,100,,,,,,,
20801117224,2117224,20910,Bayside (C),1,100,,,,,,,
20801117225,2117225,20910,Bayside (C),1,100,,,,,,,
20801117226,2117226,20910,Bayside (C),1,100,,,,,,,
20801117227,2117227,20910,Bayside (C),1,100,,,,,,,
20801117228,2117228,20910,Bayside (C),1,100,,,,,,,
20801117229,2117229,20910,Bayside (C),1,100,,,,,,,
20801117230,2117230,20910,Bayside (C),1,100,,,,,,,
20801117231,2117231,20910,Bayside (C),1,100,,,,,,,
20801117232,2117232,20910,Bayside (C),1,100,,,,,,,
20801117233,2117233,20910,Bayside (C),1,100,,,,,,,
20801117234,2117234,20910,Bayside (C),1,100,,,,,,,
20801117235,2117235,20910,Bayside (C),1,100,,,,,,,
20801117236,2117236,20910,Bayside (C),1,100,,,,,,,
20801117237,2117237,20910,Bayside (C),1,100,,,,,,,
20801117238,2117238,20910,Bayside (C),1,100,,,,,,,
20801117301,2117301,20910,Bayside (C),1,100,,,,,,,
20801117302,2117302,20910,Bayside (C),1,100,,,,,,,
20801117303,2117303,20910,Bayside (C),1,100,,,,,,,
20801117304,2117304,20910,Bayside (C),1,100,,,,,,,
20801117305,2117305,20910,Bayside (C),1,100,,,,,,,
20801117306,2117306,20910,Bayside (C),1,100,,,,,,,
20801117307,2117307,20910,Bayside (C),1,100,,,,,,,
20801117308,2117308,20910,Bayside (C),1,100,,,,,,,
20801117309,2117309,20910,Bayside (C),1,100,,,,,,,
20801117310,2117310,20910,Bayside (C),1,100,,,,,,,
20801117311,2117311,20910,Bayside (C),1,100,,,,,,,
20801117312,2117312,20910,Bayside (C),1,100,,,,,,,
20801117313,2117313,20910,Bayside (C),1,100,,,,,,,
20801117314,2117314,20910,Bayside (C),1,100,,,,,,,
20801117315,2117315,20910,Bayside (C),1,100,,,,,,,
20801117316,2117316,20910,Bayside (C),1,100,,,,,,,
20801117317,2117317,20910,Bayside (C),1,100,,,,,,,
20801117318,2117318,20910,Bayside (C),1,100,,,,,,,
20801117319,2117319,20910,Bayside (C),1,100,,,,,,,
20801117320,2117320,20910,Bayside (C),1,100,,,,,,,
20801117321,2117321,20910,Bayside (C),1,100,,,,,,,
20801117322,2117322,20910,Bayside (C),1,100,,,,,,,
20801117323,2117323,20910,Bayside (C),1,100,,,,,,,
20801117324,2117324,20910,Bayside (C),1,100,,,,,,,
20801117325,2117325,20910,Bayside (C),1,100,,,,,,,
20801117326,2117326,20910,Bayside (C),1,100,,,,,,,
20801117327,2117327,20910,Bayside (C),1,100,,,,,,,
20801117328,2117328,20910,Bayside (C),1,100,,,,,,,
20801117329,2117329,20910,Bayside (C),1,100,,,,,,,
20801117330,2117330,20910,Bayside (C),1,100,,,,,,,
20801117331,2117331,20910,Bayside (C),1,100,,,,,,,
20801117332,2117332,20910,Bayside (C),1,100,,,,,,,
20801117333,2117333,20910,Bayside (C),1,100,,,,,,,
20801117334,2117334,20910,Bayside (C),1,100,,,,,,,
20801117335,2117335,20910,Bayside (C),1,100,,,,,,,
20801117336,2117336,20910,Bayside (C),1,100,,,,,,,
20802117401,2117401,22310,Glen Eira (C),1,100,,,,,,,
20802117402,2117402,22310,Glen Eira (C),1,100,,,,,,,
20802117403,2117403,22310,Glen Eira (C),1,100,,,,,,,
20802117404,2117404,22310,Glen Eira (C),1,100,,,,,,,
20802117405,2117405,22310,Glen Eira (C),1,100,,,,,,,
20802117406,2117406,22310,Glen Eira (C),1,100,,,,,,,
20802117407,2117407,22310,Glen Eira (C),1,100,,,,,,,
20802117408,2117408,22310,Glen Eira (C),1,100,,,,,,,
20802117409,2117409,22310,Glen Eira (C),1,100,,,,,,,
20802117410,2117410,22310,Glen Eira (C),1,100,,,,,,,
20802117411,2117411,22310,Glen Eira (C),1,100,,,,,,,
20802117412,2117412,22310,Glen Eira (C),1,100,,,,,,,
20802117413,2117413,22310,Glen Eira (C),1,100,,,,,,,
20802117414,2117414,22310,Glen Eira (C),1,100,,,,,,,
20802117415,2117415,22310,Glen Eira (C),1,100,,,,,,,
20802117416,2117416,22310,Glen Eira (C),1,100,,,,,,,
20802117417,2117417,22310,Glen Eira (C),1,100,,,,,,,
20802117418,2117418,22310,Glen Eira (C),1,100,,,,,,,
20802117419,2117419,22310,Glen Eira (C),1,100,,,,,,,
20802117420,2117420,22310,Glen Eira (C),1,100,,,,,,,
20802117421,2117421,22310,Glen Eira (C),1,100,,,,,,,
20802117422,2117422,22310,Glen Eira (C),1,100,,,,,,,
20802117423,2117423,22310,Glen Eira (C),1,100,,,,,,,
20802117424,2117424,22310,Glen Eira (C),1,100,,,,,,,
20802117425,2117425,22310,Glen Eira (C),1,100,,,,,,,
20802117426,2117426,22310,Glen Eira (C),1,100,,,,,,,
20802117427,2117427,22310,Glen Eira (C),1,100,,,,,,,
20802117428,2117428,22310,Glen Eira (C),1,100,,,,,,,
20802117429,2117429,22310,Glen Eira (C),1,100,,,,,,,
20802117430,2117430,22310,Glen Eira (C),1,100,,,,,,,
20802117431,2117431,22310,Glen Eira (C),1,100,,,,,,,
20802117432,2117432,22310,Glen Eira (C),1,100,,,,,,,
20802117433,2117433,22310,Glen Eira (C),1,100,,,,,,,
20802117434,2117434,22310,Glen Eira (C),1,100,,,,,,,
20802117435,2117435,22310,Glen Eira (C),1,100,,,,,,,
20802117436,2117436,22310,Glen Eira (C),1,100,,,,,,,
20802117437,2117437,22310,Glen Eira (C),1,100,,,,,,,
20802117438,2117438,22310,Glen Eira (C),1,100,,,,,,,
20802117439,2117439,22310,Glen Eira (C),1,100,,,,,,,
20802117440,2117440,22310,Glen Eira (C),1,100,,,,,,,
20802117441,2117441,22310,Glen Eira (C),1,100,,,,,,,
20802117442,2117442,22310,Glen Eira (C),1,100,,,,,,,
20802117443,2117443,22310,Glen Eira (C),1,100,,,,,,,
20802117444,2117444,22310,Glen Eira (C),1,100,,,,,,,
20802117445,2117445,22310,Glen Eira (C),1,100,,,,,,,
20802117446,2117446,22310,Glen Eira (C),1,100,,,,,,,
20802117447,2117447,22310,Glen Eira (C),1,100,,,,,,,
20802117448,2117448,22310,Glen Eira (C),1,100,,,,,,,
20802117449,2117449,22310,Glen Eira (C),1,100,,,,,,,
20802117450,2117450,22310,Glen Eira (C),1,100,,,,,,,
20802117451,2117451,22310,Glen Eira (C),1,100,,,,,,,
20802117452,2117452,22310,Glen Eira (C),1,100,,,,,,,
20802117501,2117501,22310,Glen Eira (C),1,100,,,,,,,
20802117502,2117502,22310,Glen Eira (C),1,100,,,,,,,
20802117503,2117503,22310,Glen Eira (C),1,100,,,,,,,
20802117504,2117504,22310,Glen Eira (C),1,100,,,,,,,
20802117505,2117505,22310,Glen Eira (C),1,100,,,,,,,
20802117506,2117506,22310,Glen Eira (C),1,100,,,,,,,
20802117507,2117507,22310,Glen Eira (C),1,100,,,,,,,
20802117508,2117508,22310,Glen Eira (C),1,100,,,,,,,
20802117509,2117509,22310,Glen Eira (C),1,100,,,,,,,
20802117510,2117510,22310,Glen Eira (C),1,100,,,,,,,
20802117511,2117511,22310,Glen Eira (C),1,100,,,,,,,
20802117512,2117512,22310,Glen Eira (C),1,100,,,,,,,
20802117513,2117513,22310,Glen Eira (C),1,100,,,,,,,
20802117514,2117514,22310,Glen Eira (C),1,100,,,,,,,
20802117515,2117515,22310,Glen Eira (C),1,100,,,,,,,
20802117516,2117516,22310,Glen Eira (C),1,100,,,,,,,
20802117517,2117517,22310,Glen Eira (C),1,100,,,,,,,
20802117518,2117518,22310,Glen Eira (C),1,100,,,,,,,
20802117519,2117519,22310,Glen Eira (C),1,100,,,,,,,
20802117520,2117520,22310,Glen Eira (C),1,100,,,,,,,
20802117521,2117521,22310,Glen Eira (C),1,100,,,,,,,
20802117522,2117522,22310,Glen Eira (C),1,100,,,,,,,
20802117523,2117523,22310,Glen Eira (C),1,100,,,,,,,
20802117524,2117524,22310,Glen Eira (C),1,100,,,,,,,
20802117525,2117525,22310,Glen Eira (C),1,100,,,,,,,
20802117526,2117526,22310,Glen Eira (C),1,100,,,,,,,
20802117527,2117527,22310,Glen Eira (C),1,100,,,,,,,
20802117528,2117528,22310,Glen Eira (C),1,100,,,,,,,
20802117529,2117529,22310,Glen Eira (C),1,100,,,,,,,
20802117530,2117530,22310,Glen Eira (C),1,100,,,,,,,
20802117531,2117531,22310,Glen Eira (C),1,100,,,,,,,
20802117532,2117532,22310,Glen Eira (C),1,100,,,,,,,
20802117533,2117533,22310,Glen Eira (C),1,100,,,,,,,
20802117534,2117534,22310,Glen Eira (C),1,100,,,,,,,
20802117535,2117535,22310,Glen Eira (C),1,100,,,,,,,
20802117536,2117536,22310,Glen Eira (C),1,100,,,,,,,
20802117537,2117537,22310,Glen Eira (C),1,100,,,,,,,
20802117538,2117538,22310,Glen Eira (C),1,100,,,,,,,
20802117539,2117539,22310,Glen Eira (C),1,100,,,,,,,
20802117540,2117540,22310,Glen Eira (C),1,100,,,,,,,
20802117541,2117541,22310,Glen Eira (C),1,100,,,,,,,
20802117542,2117542,22310,Glen Eira (C),1,100,,,,,,,
20802117543,2117543,22310,Glen Eira (C),1,100,,,,,,,
20802117544,2117544,22310,Glen Eira (C),1,100,,,,,,,
20802117545,2117545,22310,Glen Eira (C),1,100,,,,,,,
20802117546,2117546,22310,Glen Eira (C),1,100,,,,,,,
20802117547,2117547,22310,Glen Eira (C),1,100,,,,,,,
20802117548,2117548,22310,Glen Eira (C),1,100,,,,,,,
20802117549,2117549,22310,Glen Eira (C),1,100,,,,,,,
20802117550,2117550,22310,Glen Eira (C),1,100,,,,,,,
20802117551,2117551,22310,Glen Eira (C),1,100,,,,,,,
20802117552,2117552,22310,Glen Eira (C),1,100,,,,,,,
20802117553,2117553,22310,Glen Eira (C),1,100,,,,,,,
20802117554,2117554,22310,Glen Eira (C),1,100,,,,,,,
20802117555,2117555,22310,Glen Eira (C),1,100,,,,,,,
20802117556,2117556,22310,Glen Eira (C),1,100,,,,,,,
20802117557,2117557,22310,Glen Eira (C),1,100,,,,,,,
20802117558,2117558,22310,Glen Eira (C),1,100,,,,,,,
20802117559,2117559,22310,Glen Eira (C),1,100,,,,,,,
20802117560,2117560,22310,Glen Eira (C),1,100,,,,,,,
20802117561,2117561,22310,Glen Eira (C),1,100,,,,,,,
20802117562,2117562,22310,Glen Eira (C),1,100,,,,,,,
20802117601,2117601,22310,Glen Eira (C),1,100,,,,,,,
20802117602,2117602,22310,Glen Eira (C),1,100,,,,,,,
20802117603,2117603,22310,Glen Eira (C),1,100,,,,,,,
20802117604,2117604,22310,Glen Eira (C),1,100,,,,,,,
20802117605,2117605,22310,Glen Eira (C),1,100,,,,,,,
20802117606,2117606,22310,Glen Eira (C),1,100,,,,,,,
20802117607,2117607,22310,Glen Eira (C),1,100,,,,,,,
20802117608,2117608,22310,Glen Eira (C),1,100,,,,,,,
20802117609,2117609,22310,Glen Eira (C),1,100,,,,,,,
20802117610,2117610,22310,Glen Eira (C),1,100,,,,,,,
20802117611,2117611,22310,Glen Eira (C),1,100,,,,,,,
20802117612,2117612,22310,Glen Eira (C),1,100,,,,,,,
20802117613,2117613,22310,Glen Eira (C),1,100,,,,,,,
20802117614,2117614,22310,Glen Eira (C),1,100,,,,,,,
20802117615,2117615,22310,Glen Eira (C),1,100,,,,,,,
20802117616,2117616,22310,Glen Eira (C),1,100,,,,,,,
20802117617,2117617,22310,Glen Eira (C),1,100,,,,,,,
20802117618,2117618,22310,Glen Eira (C),1,100,,,,,,,
20802117619,2117619,22310,Glen Eira (C),1,100,,,,,,,
20802117620,2117620,22310,Glen Eira (C),1,100,,,,,,,
20802117621,2117621,22310,Glen Eira (C),1,100,,,,,,,
20802117622,2117622,22310,Glen Eira (C),1,100,,,,,,,
20802117623,2117623,22310,Glen Eira (C),1,100,,,,,,,
20802117624,2117624,22310,Glen Eira (C),1,100,,,,,,,
20802117625,2117625,22310,Glen Eira (C),1,100,,,,,,,
20802117626,2117626,22310,Glen Eira (C),1,100,,,,,,,
20802117627,2117627,22310,Glen Eira (C),1,100,,,,,,,
20802117628,2117628,22310,Glen Eira (C),1,100,,,,,,,
20802117629,2117629,22310,Glen Eira (C),1,100,,,,,,,
20802117630,2117630,22310,Glen Eira (C),1,100,,,,,,,
20802117631,2117631,22310,Glen Eira (C),1,100,,,,,,,
20802117632,2117632,22310,Glen Eira (C),1,100,,,,,,,
20802117633,2117633,22310,Glen Eira (C),1,100,,,,,,,
20802117634,2117634,22310,Glen Eira (C),1,100,,,,,,,
20802117635,2117635,22310,Glen Eira (C),1,100,,,,,,,
20802117636,2117636,22310,Glen Eira (C),1,100,,,,,,,
20802117637,2117637,22310,Glen Eira (C),1,100,,,,,,,
20802117638,2117638,22310,Glen Eira (C),1,100,,,,,,,
20802117639,2117639,22310,Glen Eira (C),1,100,,,,,,,
20802117701,2117701,22310,Glen Eira (C),1,100,,,,,,,
20802117702,2117702,22310,Glen Eira (C),1,100,,,,,,,
20802117703,2117703,22310,Glen Eira (C),1,100,,,,,,,
20802117704,2117704,22310,Glen Eira (C),1,100,,,,,,,
20802117705,2117705,22310,Glen Eira (C),1,100,,,,,,,
20802117706,2117706,22310,Glen Eira (C),1,100,,,,,,,
20802117707,2117707,22310,Glen Eira (C),1,100,,,,,,,
20802117708,2117708,22310,Glen Eira (C),1,100,,,,,,,
20802117709,2117709,22310,Glen Eira (C),1,100,,,,,,,
20802117710,2117710,22310,Glen Eira (C),1,100,,,,,,,
20802117711,2117711,22310,Glen Eira (C),1,100,,,,,,,
20802117712,2117712,22310,Glen Eira (C),1,100,,,,,,,
20802117713,2117713,22310,Glen Eira (C),1,100,,,,,,,
20802117714,2117714,22310,Glen Eira (C),1,100,,,,,,,
20802117715,2117715,22310,Glen Eira (C),1,100,,,,,,,
20802117716,2117716,22310,Glen Eira (C),1,100,,,,,,,
20802117717,2117717,22310,Glen Eira (C),1,100,,,,,,,
20802117718,2117718,22310,Glen Eira (C),1,100,,,,,,,
20802117719,2117719,22310,Glen Eira (C),1,100,,,,,,,
20802117720,2117720,22310,Glen Eira (C),1,100,,,,,,,
20802117721,2117721,22310,Glen Eira (C),1,100,,,,,,,
20802117722,2117722,22310,Glen Eira (C),1,100,,,,,,,
20802117723,2117723,22310,Glen Eira (C),1,100,,,,,,,
20802117724,2117724,22310,Glen Eira (C),1,100,,,,,,,
20802117725,2117725,22310,Glen Eira (C),1,100,,,,,,,
20802117726,2117726,22310,Glen Eira (C),1,100,,,,,,,
20802117727,2117727,22310,Glen Eira (C),1,100,,,,,,,
20802117728,2117728,22310,Glen Eira (C),1,100,,,,,,,
20802117729,2117729,22310,Glen Eira (C),1,100,,,,,,,
20802117730,2117730,22310,Glen Eira (C),1,100,,,,,,,
20802117731,2117731,22310,Glen Eira (C),1,100,,,,,,,
20802117732,2117732,22310,Glen Eira (C),1,100,,,,,,,
20802117733,2117733,22310,Glen Eira (C),1,100,,,,,,,
20802117734,2117734,22310,Glen Eira (C),1,100,,,,,,,
20802117735,2117735,22310,Glen Eira (C),1,100,,,,,,,
20802117736,2117736,22310,Glen Eira (C),1,100,,,,,,,
20802117737,2117737,22310,Glen Eira (C),1,100,,,,,,,
20802117738,2117738,22310,Glen Eira (C),1,100,,,,,,,
20802117739,2117739,22310,Glen Eira (C),1,100,,,,,,,
20802117740,2117740,22310,Glen Eira (C),1,100,,,,,,,
20802117741,2117741,22310,Glen Eira (C),1,100,,,,,,,
20802117742,2117742,22310,Glen Eira (C),1,100,,,,,,,
20802117743,2117743,22310,Glen Eira (C),1,100,,,,,,,
20802117744,2117744,22310,Glen Eira (C),1,100,,,,,,,
20802117745,2117745,22310,Glen Eira (C),1,100,,,,,,,
20802117746,2117746,22310,Glen Eira (C),1,100,,,,,,,
20802117747,2117747,22310,Glen Eira (C),1,100,,,,,,,
20802117748,2117748,22310,Glen Eira (C),1,100,,,,,,,
20802117749,2117749,22310,Glen Eira (C),1,100,,,,,,,
20802117750,2117750,22310,Glen Eira (C),1,100,,,,,,,
20802117751,2117751,22310,Glen Eira (C),1,100,,,,,,,
20802117752,2117752,22310,Glen Eira (C),1,100,,,,,,,
20802117753,2117753,22310,Glen Eira (C),1,100,,,,,,,
20802117754,2117754,22310,Glen Eira (C),1,100,,,,,,,
20802117755,2117755,22310,Glen Eira (C),1,100,,,,,,,
20802117801,2117801,22310,Glen Eira (C),1,100,,,,,,,
20802117802,2117802,22310,Glen Eira (C),1,100,,,,,,,
20802117803,2117803,22310,Glen Eira (C),1,100,,,,,,,
20802117804,2117804,22310,Glen Eira (C),1,100,,,,,,,
20802117805,2117805,22310,Glen Eira (C),1,100,,,,,,,
20802117806,2117806,22310,Glen Eira (C),1,100,,,,,,,
20802117807,2117807,22310,Glen Eira (C),1,100,,,,,,,
20802117808,2117808,22310,Glen Eira (C),1,100,,,,,,,
20802117809,2117809,22310,Glen Eira (C),1,100,,,,,,,
20802117810,2117810,22310,Glen Eira (C),1,100,,,,,,,
20802117811,2117811,22310,Glen Eira (C),1,100,,,,,,,
20802117812,2117812,22310,Glen Eira (C),1,100,,,,,,,
20802117813,2117813,22310,Glen Eira (C),1,100,,,,,,,
20802117814,2117814,22310,Glen Eira (C),1,100,,,,,,,
20802117815,2117815,22310,Glen Eira (C),1,100,,,,,,,
20802117816,2117816,22310,Glen Eira (C),1,100,,,,,,,
20802117817,2117817,22310,Glen Eira (C),1,100,,,,,,,
20802117818,2117818,22310,Glen Eira (C),1,100,,,,,,,
20802117819,2117819,22310,Glen Eira (C),1,100,,,,,,,
20802117820,2117820,22310,Glen Eira (C),1,100,,,,,,,
20802117821,2117821,22310,Glen Eira (C),1,100,,,,,,,
20802117822,2117822,22310,Glen Eira (C),1,100,,,,,,,
20802117823,2117823,22310,Glen Eira (C),1,100,,,,,,,
20802117824,2117824,22310,Glen Eira (C),1,100,,,,,,,
20802117825,2117825,22310,Glen Eira (C),1,100,,,,,,,
20802117826,2117826,22310,Glen Eira (C),1,100,,,,,,,
20802117827,2117827,22310,Glen Eira (C),1,100,,,,,,,
20802117828,2117828,22310,Glen Eira (C),1,100,,,,,,,
20802117829,2117829,22310,Glen Eira (C),1,100,,,,,,,
20802117830,2117830,22310,Glen Eira (C),1,100,,,,,,,
20802117831,2117831,22310,Glen Eira (C),1,100,,,,,,,
20802117832,2117832,22310,Glen Eira (C),1,100,,,,,,,
20802117833,2117833,22310,Glen Eira (C),1,100,,,,,,,
20802117834,2117834,22310,Glen Eira (C),1,100,,,,,,,
20802117835,2117835,22310,Glen Eira (C),1,100,,,,,,,
20802117836,2117836,22310,Glen Eira (C),1,100,,,,,,,
20802117837,2117837,22310,Glen Eira (C),1,100,,,,,,,
20802117838,2117838,22310,Glen Eira (C),1,100,,,,,,,
20802117839,2117839,22310,Glen Eira (C),1,100,,,,,,,
20802117840,2117840,22310,Glen Eira (C),1,100,,,,,,,
20802117841,2117841,22310,Glen Eira (C),1,100,,,,,,,
20802117842,2117842,22310,Glen Eira (C),1,100,,,,,,,
20802117843,2117843,22310,Glen Eira (C),1,100,,,,,,,
20802117901,2117901,22310,Glen Eira (C),1,100,,,,,,,
20802117902,2117902,22310,Glen Eira (C),1,100,,,,,,,
20802117903,2117903,22310,Glen Eira (C),1,100,,,,,,,
20802117904,2117904,22310,Glen Eira (C),1,100,,,,,,,
20802117905,2117905,22310,Glen Eira (C),1,100,,,,,,,
20802117906,2117906,22310,Glen Eira (C),1,100,,,,,,,
20802117907,2117907,22310,Glen Eira (C),1,100,,,,,,,
20802117908,2117908,22310,Glen Eira (C),1,100,,,,,,,
20802117909,2117909,22310,Glen Eira (C),1,100,,,,,,,
20802117910,2117910,22310,Glen Eira (C),1,100,,,,,,,
20802117911,2117911,22310,Glen Eira (C),1,100,,,,,,,
20802117912,2117912,22310,Glen Eira (C),1,100,,,,,,,
20802117913,2117913,22310,Glen Eira (C),1,100,,,,,,,
20802117914,2117914,22310,Glen Eira (C),1,100,,,,,,,
20802117915,2117915,22310,Glen Eira (C),1,100,,,,,,,
20802117916,2117916,22310,Glen Eira (C),1,100,,,,,,,
20802117917,2117917,22310,Glen Eira (C),1,100,,,,,,,
20802117918,2117918,22310,Glen Eira (C),1,100,,,,,,,
20802117919,2117919,22310,Glen Eira (C),1,100,,,,,,,
20802117920,2117920,22310,Glen Eira (C),1,100,,,,,,,
20802117921,2117921,22310,Glen Eira (C),1,100,,,,,,,
20802117922,2117922,22310,Glen Eira (C),1,100,,,,,,,
20802117923,2117923,22310,Glen Eira (C),1,100,,,,,,,
20802117924,2117924,22310,Glen Eira (C),1,100,,,,,,,
20802117925,2117925,22310,Glen Eira (C),1,100,,,,,,,
20802117926,2117926,22310,Glen Eira (C),1,100,,,,,,,
20802117927,2117927,22310,Glen Eira (C),1,100,,,,,,,
20802117928,2117928,22310,Glen Eira (C),1,100,,,,,,,
20802118001,2118001,24970,Monash (C),1,100,,,,,,,
20802118002,2118002,24970,Monash (C),1,100,,,,,,,
20802118003,2118003,24970,Monash (C),1,100,,,,,,,
20802118004,2118004,24970,Monash (C),1,100,,,,,,,
20802118005,2118005,24970,Monash (C),1,100,,,,,,,
20802118006,2118006,24970,Monash (C),1,100,,,,,,,
20802118007,2118007,24970,Monash (C),1,100,,,,,,,
20802118008,2118008,24970,Monash (C),1,100,,,,,,,
20802118009,2118009,24970,Monash (C),1,100,,,,,,,
