Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C001 Statistical Area Level 1 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
SA1_MAINCODE_2011,SA1_7DIGITCODE_2011,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
12404146625,1146625,13800,Hawkesbury (C),1,100,,,,,,,
12404146626,1146626,13800,Hawkesbury (C),1,100,,,,,,,
12404146627,1146627,13800,Hawkesbury (C),1,100,,,,,,,
12404146628,1146628,13800,Hawkesbury (C),1,100,,,,,,,
12404146629,1146629,13800,Hawkesbury (C),1,100,,,,,,,
12404146630,1146630,13800,Hawkesbury (C),1,100,,,,,,,
12404146631,1146631,13800,Hawkesbury (C),1,100,,,,,,,
12404146632,1146632,13800,Hawkesbury (C),1,100,,,,,,,
12404146633,1146633,13800,Hawkesbury (C),1,100,,,,,,,
12404146701,1146701,13800,Hawkesbury (C),1,100,,,,,,,
12404146702,1146702,13800,Hawkesbury (C),1,100,,,,,,,
12404146703,1146703,13800,Hawkesbury (C),1,100,,,,,,,
12404146704,1146704,13800,Hawkesbury (C),1,100,,,,,,,
12404146705,1146705,13800,Hawkesbury (C),1,100,,,,,,,
12404146706,1146706,13800,Hawkesbury (C),1,100,,,,,,,
12404146707,1146707,13800,Hawkesbury (C),1,100,,,,,,,
12404146708,1146708,13800,Hawkesbury (C),1,100,,,,,,,
12404146709,1146709,13800,Hawkesbury (C),1,100,,,,,,,
12404146710,1146710,13800,Hawkesbury (C),1,100,,,,,,,
12404146711,1146711,13800,Hawkesbury (C),1,100,,,,,,,
12404146712,1146712,13800,Hawkesbury (C),1,100,,,,,,,
12404146713,1146713,13800,Hawkesbury (C),1,100,,,,,,,
12404146714,1146714,13800,Hawkesbury (C),1,100,,,,,,,
12404146715,1146715,13800,Hawkesbury (C),1,100,,,,,,,
12404146716,1146716,13800,Hawkesbury (C),1,100,,,,,,,
12404146717,1146717,13800,Hawkesbury (C),1,100,,,,,,,
12404146718,1146718,13800,Hawkesbury (C),1,100,,,,,,,
12404146719,1146719,13800,Hawkesbury (C),1,100,,,,,,,
12404146720,1146720,13800,Hawkesbury (C),1,100,,,,,,,
12404146721,1146721,13800,Hawkesbury (C),1,100,,,,,,,
12404146722,1146722,13800,Hawkesbury (C),1,100,,,,,,,
12404146723,1146723,13800,Hawkesbury (C),1,100,,,,,,,
12404146724,1146724,13800,Hawkesbury (C),1,100,,,,,,,
12404146725,1146725,13800,Hawkesbury (C),1,100,,,,,,,
12404146726,1146726,13800,Hawkesbury (C),1,100,,,,,,,
12404146727,1146727,13800,Hawkesbury (C),1,100,,,,,,,
12404146728,1146728,13800,Hawkesbury (C),1,100,,,,,,,
12404146729,1146729,13800,Hawkesbury (C),1,100,,,,,,,
12404146730,1146730,13800,Hawkesbury (C),1,100,,,,,,,
12404146731,1146731,13800,Hawkesbury (C),1,100,,,,,,,
12404146732,1146732,13800,Hawkesbury (C),1,100,,,,,,,
12404146733,1146733,13800,Hawkesbury (C),1,100,,,,,,,
12404146734,1146734,13800,Hawkesbury (C),1,100,,,,,,,
12404146735,1146735,13800,Hawkesbury (C),1,100,,,,,,,
12404146736,1146736,13800,Hawkesbury (C),1,100,,,,,,,
12404146737,1146737,13800,Hawkesbury (C),1,100,,,,,,,
12404146738,1146738,13800,Hawkesbury (C),1,100,,,,,,,
12404146739,1146739,13800,Hawkesbury (C),1,100,,,,,,,
12404146740,1146740,13800,Hawkesbury (C),1,100,,,,,,,
12404146741,1146741,13800,Hawkesbury (C),1,100,,,,,,,
12404146742,1146742,13800,Hawkesbury (C),1,100,,,,,,,
12404146743,1146743,13800,Hawkesbury (C),1,100,,,,,,,
12404146744,1146744,13800,Hawkesbury (C),1,100,,,,,,,
12404146745,1146745,13800,Hawkesbury (C),1,100,,,,,,,
12404146801,1146801,16350,Penrith (C),1,100,,,,,,,
12404146802,1146802,16350,Penrith (C),1,100,,,,,,,
12404146803,1146803,16350,Penrith (C),1,100,,,,,,,
12404146804,1146804,16350,Penrith (C),1,100,,,,,,,
12404146805,1146805,16350,Penrith (C),1,100,,,,,,,
12404146806,1146806,16350,Penrith (C),1,100,,,,,,,
12404146807,1146807,16350,Penrith (C),1,100,,,,,,,
12404146808,1146808,16350,Penrith (C),1,100,,,,,,,
12404146809,1146809,16350,Penrith (C),1,100,,,,,,,
12404146810,1146810,16350,Penrith (C),1,100,,,,,,,
12404146811,1146811,16350,Penrith (C),1,100,,,,,,,
12404146812,1146812,16350,Penrith (C),1,100,,,,,,,
12404146813,1146813,16350,Penrith (C),1,100,,,,,,,
12404146814,1146814,16350,Penrith (C),1,100,,,,,,,
12404146815,1146815,16350,Penrith (C),1,100,,,,,,,
12404146816,1146816,16350,Penrith (C),1,100,,,,,,,
12404146817,1146817,13800,Hawkesbury (C),1,100,,,,,,,
12404146818,1146818,13800,Hawkesbury (C),1,100,,,,,,,
12404146819,1146819,16350,Penrith (C),1,100,,,,,,,
12405146901,1146901,16350,Penrith (C),1,100,,,,,,,
12405146902,1146902,16350,Penrith (C),1,100,,,,,,,
12405146903,1146903,16350,Penrith (C),1,100,,,,,,,
12405146904,1146904,16350,Penrith (C),1,100,,,,,,,
12405146905,1146905,16350,Penrith (C),1,100,,,,,,,
12405146906,1146906,16350,Penrith (C),1,100,,,,,,,
12405146907,1146907,16350,Penrith (C),1,100,,,,,,,
12405146908,1146908,16350,Penrith (C),1,100,,,,,,,
12405146909,1146909,16350,Penrith (C),1,100,,,,,,,
12405146910,1146910,16350,Penrith (C),1,100,,,,,,,
12405146911,1146911,16350,Penrith (C),1,100,,,,,,,
12405146912,1146912,16350,Penrith (C),1,100,,,,,,,
12405146913,1146913,16350,Penrith (C),1,100,,,,,,,
12405146914,1146914,16350,Penrith (C),1,100,,,,,,,
12405146915,1146915,16350,Penrith (C),1,100,,,,,,,
12405146916,1146916,16350,Penrith (C),1,100,,,,,,,
12405146917,1146917,16350,Penrith (C),1,100,,,,,,,
12405146918,1146918,16350,Penrith (C),1,100,,,,,,,
12405146919,1146919,16350,Penrith (C),1,100,,,,,,,
12405146920,1146920,16350,Penrith (C),1,100,,,,,,,
12405147001,1147001,16350,Penrith (C),1,100,,,,,,,
12405147002,1147002,16350,Penrith (C),1,100,,,,,,,
12405147003,1147003,16350,Penrith (C),1,100,,,,,,,
12405147004,1147004,16350,Penrith (C),1,100,,,,,,,
12405147005,1147005,16350,Penrith (C),1,100,,,,,,,
12405147006,1147006,16350,Penrith (C),1,100,,,,,,,
12405147007,1147007,16350,Penrith (C),1,100,,,,,,,
12405147008,1147008,16350,Penrith (C),1,100,,,,,,,
12405147009,1147009,16350,Penrith (C),1,100,,,,,,,
12405147010,1147010,16350,Penrith (C),1,100,,,,,,,
12405147011,1147011,16350,Penrith (C),1,100,,,,,,,
12405147012,1147012,16350,Penrith (C),1,100,,,,,,,
12405147013,1147013,16350,Penrith (C),1,100,,,,,,,
12405147014,1147014,16350,Penrith (C),1,100,,,,,,,
12405147015,1147015,16350,Penrith (C),1,100,,,,,,,
12405147016,1147016,16350,Penrith (C),1,100,,,,,,,
12405147017,1147017,16350,Penrith (C),1,100,,,,,,,
12405147018,1147018,16350,Penrith (C),1,100,,,,,,,
12405147019,1147019,16350,Penrith (C),1,100,,,,,,,
12405147020,1147020,16350,Penrith (C),1,100,,,,,,,
12405147021,1147021,16350,Penrith (C),1,100,,,,,,,
12405147022,1147022,16350,Penrith (C),1,100,,,,,,,
12405147023,1147023,16350,Penrith (C),1,100,,,,,,,
12405147024,1147024,16350,Penrith (C),1,100,,,,,,,
12405147025,1147025,16350,Penrith (C),1,100,,,,,,,
12405147026,1147026,16350,Penrith (C),1,100,,,,,,,
12405147027,1147027,16350,Penrith (C),1,100,,,,,,,
12405147028,1147028,16350,Penrith (C),1,100,,,,,,,
12405147029,1147029,16350,Penrith (C),1,100,,,,,,,
12405147030,1147030,16350,Penrith (C),1,100,,,,,,,
12405147031,1147031,16350,Penrith (C),1,100,,,,,,,
12405147032,1147032,16350,Penrith (C),1,100,,,,,,,
12405147033,1147033,16350,Penrith (C),1,100,,,,,,,
12405147034,1147034,16350,Penrith (C),1,100,,,,,,,
12405147035,1147035,16350,Penrith (C),1,100,,,,,,,
12405147036,1147036,16350,Penrith (C),1,100,,,,,,,
12405147037,1147037,16350,Penrith (C),1,100,,,,,,,
12405147038,1147038,16350,Penrith (C),1,100,,,,,,,
12405147039,1147039,16350,Penrith (C),1,100,,,,,,,
12405147040,1147040,16350,Penrith (C),1,100,,,,,,,
12405147041,1147041,16350,Penrith (C),1,100,,,,,,,
12405147042,1147042,16350,Penrith (C),1,100,,,,,,,
12405147101,1147101,16350,Penrith (C),1,100,,,,,,,
12405147102,1147102,16350,Penrith (C),1,100,,,,,,,
12405147103,1147103,16350,Penrith (C),1,100,,,,,,,
12405147104,1147104,16350,Penrith (C),1,100,,,,,,,
12405147105,1147105,16350,Penrith (C),1,100,,,,,,,
12405147106,1147106,16350,Penrith (C),1,100,,,,,,,
12405147107,1147107,16350,Penrith (C),1,100,,,,,,,
12405147108,1147108,16350,Penrith (C),1,100,,,,,,,
12405147109,1147109,16350,Penrith (C),1,100,,,,,,,
12405147110,1147110,16350,Penrith (C),1,100,,,,,,,
12405147111,1147111,16350,Penrith (C),1,100,,,,,,,
12405147112,1147112,16350,Penrith (C),1,100,,,,,,,
12405147113,1147113,16350,Penrith (C),1,100,,,,,,,
12405147114,1147114,16350,Penrith (C),1,100,,,,,,,
12405147115,1147115,16350,Penrith (C),1,100,,,,,,,
12405147116,1147116,16350,Penrith (C),1,100,,,,,,,
12405147117,1147117,16350,Penrith (C),1,100,,,,,,,
12405147118,1147118,16350,Penrith (C),1,100,,,,,,,
12405147119,1147119,16350,Penrith (C),1,100,,,,,,,
12405147120,1147120,16350,Penrith (C),1,100,,,,,,,
12405147121,1147121,16350,Penrith (C),1,100,,,,,,,
12405147122,1147122,16350,Penrith (C),1,100,,,,,,,
12405147123,1147123,16350,Penrith (C),1,100,,,,,,,
12405147124,1147124,16350,Penrith (C),1,100,,,,,,,
12405147125,1147125,16350,Penrith (C),1,100,,,,,,,
12405147126,1147126,16350,Penrith (C),1,100,,,,,,,
12405147127,1147127,16350,Penrith (C),1,100,,,,,,,
12405147128,1147128,16350,Penrith (C),1,100,,,,,,,
12405147129,1147129,16350,Penrith (C),1,100,,,,,,,
12405147130,1147130,16350,Penrith (C),1,100,,,,,,,
12405147131,1147131,16350,Penrith (C),1,100,,,,,,,
12405147132,1147132,16350,Penrith (C),1,100,,,,,,,
12405147133,1147133,16350,Penrith (C),1,100,,,,,,,
12405147134,1147134,16350,Penrith (C),1,100,,,,,,,
12405147135,1147135,16350,Penrith (C),1,100,,,,,,,
12405147136,1147136,16350,Penrith (C),1,100,,,,,,,
12405147137,1147137,16350,Penrith (C),1,100,,,,,,,
12405147138,1147138,16350,Penrith (C),1,100,,,,,,,
12405147139,1147139,16350,Penrith (C),1,100,,,,,,,
12405147140,1147140,16350,Penrith (C),1,100,,,,,,,
12405147141,1147141,16350,Penrith (C),1,100,,,,,,,
12405147142,1147142,16350,Penrith (C),1,100,,,,,,,
12405147143,1147143,16350,Penrith (C),1,100,,,,,,,
12405147144,1147144,16350,Penrith (C),1,100,,,,,,,
12405147145,1147145,16350,Penrith (C),1,100,,,,,,,
12405147146,1147146,16350,Penrith (C),1,100,,,,,,,
12405147147,1147147,16350,Penrith (C),1,100,,,,,,,
12405147148,1147148,16350,Penrith (C),1,100,,,,,,,
12405147149,1147149,16350,Penrith (C),1,100,,,,,,,
12405147150,1147150,16350,Penrith (C),1,100,,,,,,,
12405147151,1147151,16350,Penrith (C),1,100,,,,,,,
12405147152,1147152,16350,Penrith (C),1,100,,,,,,,
12405147153,1147153,16350,Penrith (C),1,100,,,,,,,
12405147154,1147154,16350,Penrith (C),1,100,,,,,,,
12405147155,1147155,16350,Penrith (C),1,100,,,,,,,
12405147156,1147156,16350,Penrith (C),1,100,,,,,,,
12405147157,1147157,16350,Penrith (C),1,100,,,,,,,
12501147201,1147201,10200,Auburn (C),1,100,,,,,,,
12501147202,1147202,10200,Auburn (C),1,100,,,,,,,
12501147203,1147203,10200,Auburn (C),1,100,,,,,,,
12501147204,1147204,10200,Auburn (C),1,100,,,,,,,
12501147205,1147205,10200,Auburn (C),1,100,,,,,,,
12501147206,1147206,10200,Auburn (C),1,100,,,,,,,
12501147207,1147207,10200,Auburn (C),1,100,,,,,,,
12501147208,1147208,10200,Auburn (C),1,100,,,,,,,
12501147209,1147209,10200,Auburn (C),1,100,,,,,,,
12501147210,1147210,10200,Auburn (C),1,100,,,,,,,
12501147211,1147211,10200,Auburn (C),1,100,,,,,,,
12501147212,1147212,10200,Auburn (C),1,100,,,,,,,
12501147213,1147213,10200,Auburn (C),1,100,,,,,,,
12501147214,1147214,10200,Auburn (C),1,100,,,,,,,
12501147215,1147215,10200,Auburn (C),1,100,,,,,,,
12501147216,1147216,10200,Auburn (C),1,100,,,,,,,
12501147217,1147217,10200,Auburn (C),1,100,,,,,,,
12501147218,1147218,10200,Auburn (C),1,100,,,,,,,
12501147219,1147219,10200,Auburn (C),1,100,,,,,,,
12501147220,1147220,10200,Auburn (C),1,100,,,,,,,
12501147221,1147221,10200,Auburn (C),1,100,,,,,,,
12501147222,1147222,10200,Auburn (C),1,100,,,,,,,
12501147223,1147223,10200,Auburn (C),1,100,,,,,,,
12501147224,1147224,10200,Auburn (C),1,100,,,,,,,
12501147225,1147225,10200,Auburn (C),1,100,,,,,,,
12501147226,1147226,10200,Auburn (C),1,100,,,,,,,
12501147227,1147227,10200,Auburn (C),1,100,,,,,,,
12501147228,1147228,10200,Auburn (C),1,100,,,,,,,
12501147229,1147229,10200,Auburn (C),1,100,,,,,,,
12501147230,1147230,10200,Auburn (C),1,100,,,,,,,
12501147231,1147231,10200,Auburn (C),1,100,,,,,,,
12501147232,1147232,10200,Auburn (C),1,100,,,,,,,
12501147233,1147233,10200,Auburn (C),1,100,,,,,,,
12501147234,1147234,10200,Auburn (C),1,100,,,,,,,
12501147235,1147235,10200,Auburn (C),1,100,,,,,,,
12501147236,1147236,10200,Auburn (C),1,100,,,,,,,
12501147237,1147237,10200,Auburn (C),1,100,,,,,,,
12501147238,1147238,10200,Auburn (C),1,100,,,,,,,
12501147239,1147239,10200,Auburn (C),1,100,,,,,,,
12501147240,1147240,10200,Auburn (C),1,100,,,,,,,
12501147241,1147241,10200,Auburn (C),1,100,,,,,,,
12501147242,1147242,10200,Auburn (C),1,100,,,,,,,
12501147243,1147243,10200,Auburn (C),1,100,,,,,,,
12501147244,1147244,10200,Auburn (C),1,100,,,,,,,
12501147245,1147245,10200,Auburn (C),1,100,,,,,,,
12501147246,1147246,10200,Auburn (C),1,100,,,,,,,
12501147247,1147247,10200,Auburn (C),1,100,,,,,,,
12501147248,1147248,10200,Auburn (C),1,100,,,,,,,
12501147249,1147249,10200,Auburn (C),1,100,,,,,,,
12501147250,1147250,10200,Auburn (C),1,100,,,,,,,
12501147251,1147251,10200,Auburn (C),1,100,,,,,,,
12501147252,1147252,10200,Auburn (C),1,100,,,,,,,
12501147253,1147253,10200,Auburn (C),1,100,,,,,,,
12501147254,1147254,10200,Auburn (C),1,100,,,,,,,
12501147255,1147255,10200,Auburn (C),1,100,,,,,,,
12501147256,1147256,10200,Auburn (C),1,100,,,,,,,
12501147257,1147257,10200,Auburn (C),1,100,,,,,,,
12501147258,1147258,10200,Auburn (C),1,100,,,,,,,
12501147259,1147259,10200,Auburn (C),1,100,,,,,,,
12501147260,1147260,10200,Auburn (C),1,100,,,,,,,
12501147261,1147261,10200,Auburn (C),1,100,,,,,,,
12501147262,1147262,10200,Auburn (C),1,100,,,,,,,
12501147263,1147263,10200,Auburn (C),1,100,,,,,,,
12501147264,1147264,10200,Auburn (C),1,100,,,,,,,
12501147265,1147265,10200,Auburn (C),1,100,,,,,,,
12501147266,1147266,10200,Auburn (C),1,100,,,,,,,
12501147267,1147267,10200,Auburn (C),1,100,,,,,,,
12501147268,1147268,10200,Auburn (C),1,100,,,,,,,
12501147269,1147269,10200,Auburn (C),1,100,,,,,,,
12501147270,1147270,10200,Auburn (C),1,100,,,,,,,
12501147271,1147271,10200,Auburn (C),1,100,,,,,,,
12501147272,1147272,10200,Auburn (C),1,100,,,,,,,
12501147273,1147273,10200,Auburn (C),1,100,,,,,,,
12501147274,1147274,10200,Auburn (C),1,100,,,,,,,
12501147275,1147275,10200,Auburn (C),1,100,,,,,,,
12501147276,1147276,10200,Auburn (C),1,100,,,,,,,
12501147301,1147301,10200,Auburn (C),1,100,,,,,,,
12501147302,1147302,10200,Auburn (C),1,100,,,,,,,
12501147303,1147303,10200,Auburn (C),1,100,,,,,,,
12501147304,1147304,10200,Auburn (C),1,100,,,,,,,
12501147305,1147305,10200,Auburn (C),1,100,,,,,,,
12501147306,1147306,10200,Auburn (C),1,100,,,,,,,
12501147307,1147307,10200,Auburn (C),1,100,,,,,,,
12501147308,1147308,10200,Auburn (C),1,100,,,,,,,
12501147309,1147309,10200,Auburn (C),1,100,,,,,,,
12501147310,1147310,10200,Auburn (C),1,100,,,,,,,
12501147311,1147311,10200,Auburn (C),1,100,,,,,,,
12501147312,1147312,10200,Auburn (C),1,100,,,,,,,
12501147313,1147313,10200,Auburn (C),1,100,,,,,,,
12501147314,1147314,10200,Auburn (C),1,100,,,,,,,
12501147315,1147315,10200,Auburn (C),1,100,,,,,,,
12501147316,1147316,10200,Auburn (C),1,100,,,,,,,
12501147317,1147317,10200,Auburn (C),1,100,,,,,,,
12501147318,1147318,10200,Auburn (C),1,100,,,,,,,
12501147319,1147319,10200,Auburn (C),1,100,,,,,,,
12501147320,1147320,10200,Auburn (C),1,100,,,,,,,
12501147321,1147321,10200,Auburn (C),1,100,,,,,,,
12501147322,1147322,10200,Auburn (C),1,100,,,,,,,
12501147323,1147323,10200,Auburn (C),1,100,,,,,,,
12501147324,1147324,10200,Auburn (C),1,100,,,,,,,
12501147401,1147401,10200,Auburn (C),1,100,,,,,,,
12501147402,1147402,10200,Auburn (C),1,100,,,,,,,
12501147403,1147403,10200,Auburn (C),1,100,,,,,,,
12501147404,1147404,10200,Auburn (C),1,100,,,,,,,
12501147405,1147405,10200,Auburn (C),1,100,,,,,,,
12501147406,1147406,10200,Auburn (C),1,100,,,,,,,
12501147407,1147407,10200,Auburn (C),1,100,,,,,,,
12501147408,1147408,10350,Bankstown (C),1,100,,,,,,,
12501147409,1147409,10200,Auburn (C),1,100,,,,,,,
12501147410,1147410,10200,Auburn (C),1,100,,,,,,,
12501147411,1147411,10200,Auburn (C),1,100,,,,,,,
12501147412,1147412,10200,Auburn (C),1,100,,,,,,,
12501147413,1147413,10200,Auburn (C),1,100,,,,,,,
12501147414,1147414,10200,Auburn (C),1,100,,,,,,,
12501147415,1147415,10200,Auburn (C),1,100,,,,,,,
12501147416,1147416,10200,Auburn (C),1,100,,,,,,,
12501147417,1147417,10200,Auburn (C),1,100,,,,,,,
12501147418,1147418,10200,Auburn (C),1,100,,,,,,,
12501147419,1147419,10200,Auburn (C),1,100,,,,,,,
12501147420,1147420,10350,Bankstown (C),1,100,,,,,,,
12501147421,1147421,10200,Auburn (C),1,100,,,,,,,
12501147422,1147422,10200,Auburn (C),1,100,,,,,,,
12501147423,1147423,10200,Auburn (C),1,100,,,,,,,
12501147424,1147424,10200,Auburn (C),1,100,,,,,,,
12501147425,1147425,10200,Auburn (C),1,100,,,,,,,
12501147426,1147426,10200,Auburn (C),1,100,,,,,,,
12501147427,1147427,10200,Auburn (C),1,100,,,,,,,
12501147428,1147428,10200,Auburn (C),1,100,,,,,,,
12501147429,1147429,10200,Auburn (C),1,100,,,,,,,
12501147430,1147430,10200,Auburn (C),1,100,,,,,,,
12501147431,1147431,10200,Auburn (C),1,100,,,,,,,
12501147432,1147432,10200,Auburn (C),1,100,,,,,,,
12501147433,1147433,10200,Auburn (C),1,100,,,,,,,
12501147434,1147434,10200,Auburn (C),1,100,,,,,,,
12501147435,1147435,10200,Auburn (C),1,100,,,,,,,
12501147436,1147436,10200,Auburn (C),1,100,,,,,,,
12501147437,1147437,10200,Auburn (C),1,100,,,,,,,
12501147438,1147438,10200,Auburn (C),1,100,,,,,,,
12501147439,1147439,10200,Auburn (C),1,100,,,,,,,
12501147440,1147440,10200,Auburn (C),1,100,,,,,,,
12501147441,1147441,10200,Auburn (C),1,100,,,,,,,
12501147442,1147442,10200,Auburn (C),1,100,,,,,,,
12501147443,1147443,10200,Auburn (C),1,100,,,,,,,
12501147444,1147444,10200,Auburn (C),1,100,,,,,,,
12501147445,1147445,10200,Auburn (C),1,100,,,,,,,
12501147446,1147446,10200,Auburn (C),1,100,,,,,,,
12501147447,1147447,10200,Auburn (C),1,100,,,,,,,
12501147448,1147448,10200,Auburn (C),1,100,,,,,,,
12501147449,1147449,10200,Auburn (C),1,100,,,,,,,
12501147450,1147450,10200,Auburn (C),1,100,,,,,,,
12501147451,1147451,10200,Auburn (C),1,100,,,,,,,
12501147452,1147452,10200,Auburn (C),1,100,,,,,,,
12501147453,1147453,10200,Auburn (C),1,100,,,,,,,
12501147454,1147454,10200,Auburn (C),1,100,,,,,,,
12501147455,1147455,10200,Auburn (C),1,100,,,,,,,
12501147456,1147456,10200,Auburn (C),1,100,,,,,,,
12501147457,1147457,10200,Auburn (C),1,100,,,,,,,
12501147458,1147458,10200,Auburn (C),1,100,,,,,,,
12501147459,1147459,10200,Auburn (C),1,100,,,,,,,
12501147460,1147460,10200,Auburn (C),1,100,,,,,,,
12501147461,1147461,10200,Auburn (C),1,100,,,,,,,
12501147462,1147462,10200,Auburn (C),1,100,,,,,,,
12501147463,1147463,10200,Auburn (C),1,100,,,,,,,
12501147464,1147464,10200,Auburn (C),1,100,,,,,,,
12501147465,1147465,10200,Auburn (C),1,100,,,,,,,
12501147466,1147466,10200,Auburn (C),1,100,,,,,,,
12501147467,1147467,10200,Auburn (C),1,100,,,,,,,
12501147468,1147468,10200,Auburn (C),1,100,,,,,,,
12501147469,1147469,10200,Auburn (C),1,100,,,,,,,
12501147470,1147470,10200,Auburn (C),1,100,,,,,,,
12501147471,1147471,10200,Auburn (C),1,100,,,,,,,
12501147472,1147472,10200,Auburn (C),1,100,,,,,,,
12501147473,1147473,10200,Auburn (C),1,100,,,,,,,
12501147474,1147474,10200,Auburn (C),1,100,,,,,,,
12501147475,1147475,10200,Auburn (C),1,100,,,,,,,
12501147476,1147476,10200,Auburn (C),1,100,,,,,,,
12501147501,1147501,10200,Auburn (C),1,100,,,,,,,
12502147601,1147601,17420,The Hills Shire (A),1,100,,,,,,,
12502147602,1147602,17420,The Hills Shire (A),1,100,,,,,,,
12502147603,1147603,16250,Parramatta (C),1,100,,,,,,,
12502147604,1147604,16250,Parramatta (C),1,100,,,,,,,
12502147605,1147605,16250,Parramatta (C),1,100,,,,,,,
12502147606,1147606,16250,Parramatta (C),1,100,,,,,,,
12502147607,1147607,14000,Hornsby (A),1,100,,,,,,,
12502147608,1147608,14000,Hornsby (A),1,100,,,,,,,
12502147609,1147609,17420,The Hills Shire (A),1,100,,,,,,,
12502147610,1147610,17420,The Hills Shire (A),1,100,,,,,,,
12502147611,1147611,17420,The Hills Shire (A),1,100,,,,,,,
12502147612,1147612,17420,The Hills Shire (A),1,100,,,,,,,
12502147613,1147613,17420,The Hills Shire (A),1,100,,,,,,,
12502147614,1147614,16250,Parramatta (C),1,100,,,,,,,
12502147615,1147615,16250,Parramatta (C),1,100,,,,,,,
12502147616,1147616,16250,Parramatta (C),1,100,,,,,,,
12502147617,1147617,16250,Parramatta (C),1,100,,,,,,,
12502147618,1147618,16250,Parramatta (C),1,100,,,,,,,
12502147619,1147619,17420,The Hills Shire (A),1,100,,,,,,,
12502147620,1147620,17420,The Hills Shire (A),1,100,,,,,,,
12502147621,1147621,17420,The Hills Shire (A),1,100,,,,,,,
12502147622,1147622,14000,Hornsby (A),1,100,,,,,,,
12502147623,1147623,17420,The Hills Shire (A),1,100,,,,,,,
12502147624,1147624,17420,The Hills Shire (A),1,100,,,,,,,
12502147625,1147625,14000,Hornsby (A),1,100,,,,,,,
12502147626,1147626,14000,Hornsby (A),1,100,,,,,,,
12502147627,1147627,14000,Hornsby (A),1,100,,,,,,,
12502147628,1147628,14000,Hornsby (A),1,100,,,,,,,
12502147629,1147629,14000,Hornsby (A),1,100,,,,,,,
12502147630,1147630,17420,The Hills Shire (A),1,100,,,,,,,
12502147631,1147631,17420,The Hills Shire (A),1,100,,,,,,,
12502147632,1147632,17420,The Hills Shire (A),1,100,,,,,,,
12502147633,1147633,17420,The Hills Shire (A),1,100,,,,,,,
12502147634,1147634,17420,The Hills Shire (A),1,100,,,,,,,
12502147635,1147635,17420,The Hills Shire (A),1,100,,,,,,,
12502147636,1147636,14000,Hornsby (A),1,100,,,,,,,
12502147637,1147637,14000,Hornsby (A),1,100,,,,,,,
12502147638,1147638,17420,The Hills Shire (A),1,100,,,,,,,
12502147639,1147639,17420,The Hills Shire (A),1,100,,,,,,,
12502147640,1147640,14000,Hornsby (A),1,100,,,,,,,
12502147641,1147641,14000,Hornsby (A),1,100,,,,,,,
12502147642,1147642,14000,Hornsby (A),1,100,,,,,,,
12502147643,1147643,17420,The Hills Shire (A),1,100,,,,,,,
12502147644,1147644,17420,The Hills Shire (A),1,100,,,,,,,
12502147645,1147645,17420,The Hills Shire (A),1,100,,,,,,,
12502147646,1147646,17420,The Hills Shire (A),1,100,,,,,,,
12502147647,1147647,17420,The Hills Shire (A),1,100,,,,,,,
12502147648,1147648,16250,Parramatta (C),1,100,,,,,,,
12502147649,1147649,17420,The Hills Shire (A),1,100,,,,,,,
12502147650,1147650,16250,Parramatta (C),1,100,,,,,,,
12502147651,1147651,16250,Parramatta (C),1,100,,,,,,,
12502147652,1147652,14000,Hornsby (A),1,100,,,,,,,
12502147653,1147653,17420,The Hills Shire (A),1,100,,,,,,,
12502147654,1147654,17420,The Hills Shire (A),1,100,,,,,,,
12502147655,1147655,17420,The Hills Shire (A),1,100,,,,,,,
12502147656,1147656,16250,Parramatta (C),1,100,,,,,,,
12502147701,1147701,16250,Parramatta (C),1,100,,,,,,,
12502147702,1147702,16250,Parramatta (C),1,100,,,,,,,
12502147703,1147703,16250,Parramatta (C),1,100,,,,,,,
12502147704,1147704,16250,Parramatta (C),1,100,,,,,,,
12502147705,1147705,16250,Parramatta (C),1,100,,,,,,,
12502147706,1147706,16250,Parramatta (C),1,100,,,,,,,
12502147707,1147707,16250,Parramatta (C),1,100,,,,,,,
12502147708,1147708,16250,Parramatta (C),1,100,,,,,,,
12502147709,1147709,16250,Parramatta (C),1,100,,,,,,,
12502147710,1147710,16250,Parramatta (C),1,100,,,,,,,
12502147711,1147711,16250,Parramatta (C),1,100,,,,,,,
12502147712,1147712,16250,Parramatta (C),1,100,,,,,,,
12502147713,1147713,16250,Parramatta (C),1,100,,,,,,,
12502147714,1147714,16250,Parramatta (C),1,100,,,,,,,
12502147715,1147715,16250,Parramatta (C),1,100,,,,,,,
12502147716,1147716,16250,Parramatta (C),1,100,,,,,,,
12502147717,1147717,16250,Parramatta (C),1,100,,,,,,,
12502147718,1147718,16250,Parramatta (C),1,100,,,,,,,
12502147719,1147719,16250,Parramatta (C),1,100,,,,,,,
12502147720,1147720,16250,Parramatta (C),1,100,,,,,,,
12502147721,1147721,16250,Parramatta (C),1,100,,,,,,,
12502147722,1147722,16250,Parramatta (C),1,100,,,,,,,
12502147723,1147723,16250,Parramatta (C),1,100,,,,,,,
12502147724,1147724,16250,Parramatta (C),1,100,,,,,,,
